1	1	9.821186	39.805291	53.964291	0.465515	0.141179	0.153450	1.937734	3.000000	0.496289	19.620336	1.000000	0.023733	31.094657	4.000000	0.297082	9.428546	1.000000	0.099342
2	1	10.310911	79.288597	78.421220	0.226298	0.403030	0.569556	9.512075	2.000000	0.010360	52.102657	5.000000	0.026263	17.825238	1.000000	0.016603	3.034311	4.000000	0.020006
3	1	90.846463	78.236728	16.912643	0.271356	0.666083	0.685388	11.902148	1.000000	0.019085	23.720011	1.000000	0.038807	22.734500	2.000000	0.101642	10.222648	3.000000	0.140680
4	2	65.900352	96.223466	65.909927	0.320097	0.706735	0.962698	13.422190	6.000000	0.010681	6.858023	5.000000	0.033090	31.144221	6.000000	0.050646	6.923502	2.000000	0.013036
5	2	62.132284	85.627939	86.869706	0.829595	0.444291	0.486143	12.958522	5.000000	0.045500	18.869624	2.000000	0.010368	31.652998	2.000000	0.011205	2.321010	1.000000	0.020720
6	1	36.984351	34.093287	28.279356	0.696879	0.234893	0.476695	4.469554	4.000000	0.117623	35.088221	5.000000	0.033121	58.261776	2.000000	0.282130	7.402158	3.000000	0.012616
7	2	42.719688	97.483856	91.975483	0.306666	0.110018	0.660623	4.477045	2.000000	0.013237	11.142963	6.000000	0.012799	9.783715	2.000000	0.029426	4.013589	5.000000	0.012987
8	2	93.389127	59.419157	60.307438	0.386669	0.280685	0.269554	13.580899	4.000000	0.013112	20.059867	2.000000	0.019471	23.419341	2.000000	0.015511	4.013276	2.000000	0.010319
9	2	63.641415	42.677455	59.086101	0.995257	0.541712	0.114611	0.399125	6.000000	0.180641	49.048151	6.000000	0.032958	56.221831	3.000000	0.013734	7.358701	2.000000	0.026227
10	1	71.577396	35.626940	19.319895	0.149219	0.917601	0.276627	3.405135	1.000000	0.020000	41.811071	3.000000	0.229339	31.534914	6.000000	0.010002	12.367143	3.000000	0.012448
11	1	13.228923	50.668332	69.336622	0.352871	0.546543	0.954120	9.234554	6.000000	0.104635	44.585570	4.000000	0.048383	57.086404	6.000000	0.012874	12.649284	4.000000	0.019069
12	1	5.235440	94.743215	23.119639	0.296598	0.793280	0.585046	10.066808	4.000000	0.033673	55.859230	6.000000	0.182557	49.042487	2.000000	0.011296	7.799457	5.000000	0.055707
13	2	57.666762	72.979629	2.351796	0.174790	0.779456	0.378449	11.244078	2.000000	0.011020	21.675983	3.000000	0.044887	43.025913	1.000000	0.069196	0.924294	5.000000	0.058576
14	1	83.834464	66.936830	54.546385	0.573791	0.549469	0.627808	12.791138	6.000000	0.010403	39.416988	2.000000	0.129024	31.313847	1.000000	0.010378	11.713123	1.000000	0.019255
15	1	61.337347	78.333069	72.964697	0.452634	0.956199	0.105376	12.074069	4.000000	0.013718	49.210434	3.000000	0.020805	2.875323	1.000000	0.021375	13.663205	6.000000	0.014656
16	2	83.878869	64.410428	87.742571	0.607535	0.720930	0.519106	9.853752	4.000000	0.841630	57.601381	1.000000	0.075583	47.440838	5.000000	0.027703	11.750803	4.000000	0.019360
17	2	90.978945	50.624217	88.407593	0.547803	0.408247	0.248870	8.951844	6.000000	0.028139	32.284923	2.000000	0.034664	23.919069	5.000000	0.265005	1.650085	4.000000	0.010666
18	2	97.229774	29.175125	63.932314	0.652100	0.249962	0.449083	3.309928	5.000000	0.013644	29.077971	3.000000	0.066864	30.005567	2.000000	0.020818	9.637276	1.000000	0.034485
19	2	83.789027	29.415425	49.404682	0.601673	0.935459	0.401794	2.536399	5.000000	0.010189	19.597573	2.000000	0.010559	36.499278	1.000000	0.017937	14.069145	1.000000	0.090843
20	2	68.832971	66.126316	70.871630	0.130473	0.617764	0.821393	13.786744	5.000000	0.010524	25.089309	4.000000	0.031452	32.131253	3.000000	0.015985	9.893844	6.000000	0.072782
21	2	27.200352	74.248576	47.152642	0.547673	0.862867	0.554591	8.132445	6.000000	0.025138	23.852541	5.000000	0.048165	39.967945	4.000000	0.011150	12.458925	2.000000	0.021536
22	1	60.322793	72.936557	48.658717	0.598135	0.649747	0.840195	7.243948	5.000000	0.023586	42.014215	3.000000	0.011490	25.882369	1.000000	0.773636	9.954202	3.000000	0.017854
23	2	99.700078	33.468618	50.759777	0.266164	0.287455	0.180982	1.178204	5.000000	0.018797	61.358131	4.000000	0.016784	20.754470	4.000000	0.012999	10.571923	5.000000	0.012982
24	2	42.169568	59.440588	62.290066	0.645594	0.174341	0.805982	1.626221	2.000000	0.032356	4.550580	5.000000	0.010121	50.788281	2.000000	0.027215	9.578754	3.000000	0.196270
25	1	67.631822	80.956835	99.776342	0.694181	0.428276	0.161078	11.053393	1.000000	0.260852	20.052401	6.000000	0.021300	53.241034	6.000000	0.012268	13.753124	3.000000	0.035267
26	1	20.173657	60.720974	81.945820	0.631756	0.175338	0.276280	2.496361	1.000000	0.016648	9.315613	5.000000	0.049818	18.451097	1.000000	0.013236	0.787528	4.000000	0.010966
27	2	95.008162	56.319343	80.272157	0.220175	0.877979	0.210568	1.506540	4.000000	0.017407	52.504696	4.000000	0.012120	47.179941	5.000000	0.017642	5.883235	5.000000	0.014117
28	1	56.194297	36.684018	4.440846	0.682253	0.757204	0.623003	6.088474	1.000000	0.012186	43.363280	2.000000	0.013971	0.759023	3.000000	0.047114	4.912650	1.000000	0.018375
29	1	85.412539	3.296437	2.993663	0.726555	0.838247	0.211890	13.894636	1.000000	0.024536	57.654911	3.000000	0.063421	42.305514	3.000000	0.010967	8.964353	6.000000	0.011037
30	2	72.447224	7.445654	82.276261	0.632663	0.557373	0.484672	0.192034	2.000000	0.010003	42.992236	1.000000	0.018240	21.745301	4.000000	0.034781	1.481085	4.000000	0.017676
31	2	94.832793	57.249207	90.936339	0.360285	0.135391	0.983260	5.782222	3.000000	0.013180	15.848906	2.000000	0.013319	55.145383	5.000000	0.014250	1.686571	4.000000	0.016154
32	1	92.225499	58.937589	89.402503	0.304112	0.542678	0.254978	9.311742	1.000000	0.016965	1.867246	1.000000	0.012094	38.257112	3.000000	0.017109	11.076088	5.000000	0.016275
33	1	50.466407	86.134856	74.077329	0.320270	0.467294	0.130576	8.914087	4.000000	0.023303	15.422753	3.000000	0.010601	1.449831	4.000000	0.011322	4.695302	6.000000	0.013453
34	2	87.462684	78.547058	31.485555	0.233103	0.357797	0.882282	10.714788	3.000000	0.024917	44.186892	1.000000	0.036970	12.233541	6.000000	0.013287	12.872740	1.000000	0.177363
35	1	33.262010	14.891856	69.563693	0.561199	0.410088	0.834459	13.037642	6.000000	0.109044	23.890678	2.000000	0.850830	47.628792	4.000000	0.013394	6.968435	3.000000	0.017529
36	1	94.504889	89.376144	47.954506	0.101317	0.708851	0.305505	9.880526	6.000000	0.029512	22.890183	5.000000	0.017778	10.925322	1.000000	0.074628	10.890804	5.000000	0.031161
37	2	31.342776	50.830878	58.414691	0.881071	0.393689	0.798928	4.830138	6.000000	0.013850	7.914133	6.000000	0.023360	21.653615	3.000000	0.030729	9.633744	4.000000	0.052763
38	1	76.996801	53.576464	70.198533	0.643815	0.662563	0.926146	7.137115	4.000000	0.218974	53.565087	1.000000	0.013872	40.484345	3.000000	0.020677	3.176915	4.000000	0.023011
39	2	33.244550	66.842685	67.913246	0.439805	0.290366	0.872385	5.354023	2.000000	0.017951	18.995201	6.000000	0.012018	48.184772	2.000000	0.030858	13.047781	6.000000	0.022547
40	1	77.452406	8.159216	46.355110	0.651445	0.452145	0.370246	9.863908	6.000000	0.013876	30.824480	3.000000	0.024509	5.498520	1.000000	0.010576	11.853367	3.000000	0.025764
41	1	1.722717	78.502513	41.398724	0.617812	0.477495	0.270288	10.331074	2.000000	0.032950	45.067564	5.000000	0.010422	6.523891	5.000000	0.013429	12.703926	1.000000	0.080044
42	1	64.091505	16.417790	15.731537	0.349444	0.940871	0.856956	0.856687	1.000000	0.080318	18.401042	2.000000	0.046560	12.894260	6.000000	0.024164	1.880622	5.000000	0.014632
43	1	29.416106	15.628933	16.286817	0.887048	0.542762	0.745280	11.101265	5.000000	0.182020	2.796591	6.000000	0.012425	45.763326	5.000000	0.012360	3.476022	6.000000	0.096472
44	1	4.839906	63.949682	49.603204	0.488595	0.582315	0.774599	9.680650	1.000000	0.038383	8.287995	3.000000	0.030543	24.566120	4.000000	0.019397	2.108729	6.000000	0.051399
45	1	99.934099	5.732771	76.596754	0.158685	0.670300	0.721837	8.499377	4.000000	0.060446	20.616725	2.000000	0.045289	41.615744	6.000000	0.014974	3.991685	4.000000	0.029505
46	2	23.567554	25.915770	55.070536	0.331442	0.731012	0.720485	7.535971	6.000000	0.038470	4.647205	4.000000	0.013491	55.139240	6.000000	0.086829	9.648173	5.000000	0.010510
47	1	85.469568	58.200096	4.761909	0.581419	0.596530	0.126669	4.941218	1.000000	0.012331	42.872445	2.000000	0.012252	48.396004	2.000000	0.021665	9.980062	6.000000	0.011628
48	2	41.152609	37.783737	52.363985	0.897798	0.811576	0.750893	1.399718	1.000000	0.449272	20.890821	3.000000	0.010073	47.700375	4.000000	0.063738	13.376183	6.000000	0.010539
49	2	29.086432	84.759522	17.565401	0.520626	0.502338	0.374954	11.337370	5.000000	0.020059	52.042980	6.000000	0.012105	5.009358	5.000000	0.031153	4.698944	5.000000	0.016286
50	1	44.562648	94.016240	68.078124	0.132310	0.916479	0.273934	11.426201	1.000000	0.049444	21.547141	1.000000	0.015957	4.803169	1.000000	0.015010	2.122496	1.000000	0.013101
51	1	75.193246	8.150330	69.597813	0.536934	0.884474	0.959558	6.097712	5.000000	0.011727	50.997971	4.000000	0.014428	5.423128	6.000000	0.018495	3.667043	5.000000	0.042622
52	1	88.839766	70.092101	18.785225	0.252939	0.865017	0.621425	11.990281	1.000000	0.865042	10.005174	4.000000	0.012073	43.485977	4.000000	0.011108	10.935215	2.000000	0.035589
53	2	54.679818	45.833746	2.274111	0.368521	0.767454	0.867278	2.540504	6.000000	0.015523	40.779131	5.000000	0.013719	39.876615	1.000000	0.021129	11.304980	4.000000	0.218254
54	1	7.549335	24.424653	64.709878	0.334268	0.982954	0.982289	2.575474	2.000000	0.010228	14.104314	5.000000	0.900076	5.992234	3.000000	0.015094	8.418921	3.000000	0.030453
