2	3	4.720467	7.378521	23.769221	12.513675	7.250978	-3.601753	-3.898301	-5.316993	6.646201	-23.039244	6.897901	2.549722	6.705641	-2.061731	5.850556	-4.751017	8.234809	7.597258	1.130762	6.510526	6.874789	12.140119	4.720467	7.375342	22.483613	7.670666	7.250978	-3.601484	-3.898265	-1.182781	6.646201	-11.885891	6.897901	-5.011676	4.857177	-0.718588	5.838299	-4.751012	1.846658	7.597182	1.123746	6.366821	3.683570	5.981805	6.528859	-5.952887	-23.698612	-32.798497	7.250978	9.196574	6.387568	8.397860	6.646201	17.349875	6.897901	-21.526363	-9.876237	5.596388	1.112404	0.618978	1.794420	2.090325	-3.269914	-3.756250	-7.657607	-10.442726
6	3	0.310563	9.601710	23.433174	19.408836	6.548765	-5.476294	-2.947674	-11.513272	7.822548	-26.499088	2.887715	13.344869	6.885105	-3.150505	7.188618	-0.399519	6.652063	8.525488	6.067650	6.650883	7.396006	9.428184	6.082196	-12.722873	-7.520148	-13.067401	6.548765	8.082636	6.866027	6.677035	7.822548	-0.856914	2.887715	-3.735542	2.259497	1.248722	7.184011	-0.289308	1.843548	4.538717	4.822694	-1.398012	2.338696	-5.155359	6.082196	-12.722873	-26.262800	-31.322828	6.548765	8.088359	6.866029	6.686484	7.822548	11.077832	2.887715	-16.879939	-6.691752	7.957091	2.389348	5.881487	-0.199346	4.538717	3.971677	-8.499648	-4.647590	-16.516172
8	3	0.078438	10.334216	26.200646	18.990166	4.317533	-9.485688	-5.505203	-13.003992	7.596211	-21.536258	6.167739	12.782417	3.786978	-5.777176	3.394054	-0.918910	6.090070	6.627757	4.891344	7.840455	3.624241	9.941499	0.078438	10.333804	8.950325	1.905600	4.317533	-4.695014	-2.781321	-5.728990	7.596211	4.055113	6.167739	-7.345694	-7.221252	4.705644	-2.846646	4.778650	0.029592	6.627757	-1.706729	-1.166618	-9.039306	-7.194205	6.380400	-9.768436	-21.238443	-27.973189	4.317533	6.437045	6.126661	6.320224	7.596211	13.715886	6.167739	-13.808214	-17.163716	4.705644	-2.846646	4.778650	0.029592	0.239996	-1.706729	-6.743590	-12.237644	-18.013040
20	3	7.067379	-10.317515	-29.451822	-31.237882	6.834347	6.323616	8.645395	6.825640	7.227380	13.842488	7.040984	-14.470608	-12.243563	7.572086	2.084734	7.541349	-5.575884	1.843111	3.674826	-11.826507	-9.383276	-21.181973	7.067379	-10.309403	-12.997813	-12.615766	6.834347	6.240935	8.645325	2.204549	7.227380	-6.444327	7.040984	4.217623	0.267792	1.051813	8.407212	2.239896	4.800496	1.843111	3.899630	-3.541227	0.241501	-9.538948	1.821240	8.739260	15.250813	14.672041	6.834347	-12.397250	0.187149	-7.094313	7.227380	-25.866283	7.040984	11.855013	6.737120	-4.975529	8.407298	1.409511	5.913254	4.441000	6.724403	1.448803	2.314705	7.884046
33	3	0.234632	10.436100	22.227382	12.455214	4.263221	-7.260413	-4.132698	-12.082665	7.524471	-21.582473	6.792184	13.017881	6.355582	-4.674423	7.740583	-1.616337	8.482446	2.828524	6.221969	1.176266	6.213468	9.787688	6.717876	-5.770494	-30.602322	-35.870982	4.263221	6.761724	8.009156	5.933392	7.524471	8.026093	6.792184	-17.839427	-10.234679	7.323986	1.307115	4.940003	1.731304	-3.234141	-0.362060	-10.758713	-4.924780	-16.256144	6.717876	-3.191416	-6.966496	-10.686815	4.263221	5.383885	8.009156	-0.053359	7.524471	-14.430154	6.792184	7.478746	2.799384	-3.273317	7.740583	-1.444411	8.439061	-3.234138	6.025790	-0.165010	2.239646	0.339106
39	3	0.203732	5.099223	13.654030	13.562570	7.117807	3.911440	-4.431564	-6.337306	9.927431	-24.207639	5.430391	9.634089	8.044391	-6.148365	7.665710	2.605472	6.911617	8.938811	6.271559	6.180041	5.561400	10.310787	6.476871	-4.788037	-32.133521	-23.602607	7.117807	7.475426	7.259470	5.597295	9.927431	9.895816	5.430391	-18.008785	-15.034441	5.971680	2.317374	6.563320	-1.071735	2.449052	1.597609	-8.068307	-8.496553	-17.608928	6.470865	-0.905271	-5.015065	3.885375	7.117807	5.354966	2.108057	-0.268390	9.927431	-14.317650	5.430391	6.028332	1.523252	-3.613762	7.665710	2.605797	6.911605	2.744586	5.531378	1.578089	2.647668	4.152085
40	3	1.956372	12.397486	23.946060	20.795636	7.349108	-4.259692	-3.836790	-11.958301	4.829460	-17.733221	6.755127	10.565687	7.418896	-2.715525	6.606136	-0.182796	4.395382	6.589441	5.548679	6.060943	4.604266	10.872710	7.232358	-9.814661	-29.697045	-22.765051	7.349108	6.516675	6.894692	7.356678	4.829460	15.536960	6.755127	-20.545068	-16.197053	6.910410	0.876873	5.241073	-5.264650	0.639934	-0.908402	-9.133450	-11.530460	-17.284173	1.956372	12.379407	10.515980	15.792651	7.349108	-3.790778	-3.836790	-5.753946	4.829460	0.870346	6.755127	-5.908002	0.721842	3.440786	0.877755	1.531339	-1.046925	6.589413	2.957114	0.003120	-1.403908	-0.891973
54	3	7.328719	-9.269166	-26.703850	-25.603278	7.037782	7.566152	7.721563	7.249462	6.965269	15.250629	6.699994	-24.999560	-18.134972	6.103219	2.958365	6.702585	-3.238486	2.121622	0.137136	-6.622570	-5.154937	-14.943102	2.157679	11.718765	14.994678	9.204575	7.037782	-5.083508	-2.095329	-2.574552	6.965269	-13.383165	6.699994	-3.899103	10.313461	0.349692	8.793492	1.407302	1.405139	7.598493	6.695480	4.186996	0.987865	3.896019	2.157679	11.780535	21.250071	14.468099	7.037782	-5.127213	-2.095330	-8.902720	6.965269	-25.505162	6.699994	7.747391	10.858350	-4.549447	8.793524	1.407302	5.941890	7.598493	6.711734	7.410215	5.628251	12.679674
59	3	7.903877	-9.371893	-39.244832	-23.762411	6.374915	8.377614	5.747446	6.741750	5.460342	11.319547	6.975968	-20.509925	-17.185008	4.762575	3.829116	7.459760	-5.494292	2.183750	-0.465936	-4.277372	-13.363776	-20.761265	3.516507	9.915624	3.692069	3.567923	6.374915	-1.798906	-2.801143	-4.584122	5.460342	5.509008	6.975968	-13.176764	-1.754009	0.557746	3.849450	7.454442	-5.487215	8.276469	-0.382018	2.835012	-2.351121	-10.053645	3.343554	10.033498	22.553945	17.532419	6.374915	-4.304709	-2.805617	-11.745126	5.460342	-17.181701	6.975968	11.674915	4.256971	-6.376015	8.211050	2.148505	3.046084	8.276476	4.571389	6.802306	3.766292	8.984712
61	3	1.707476	10.348726	15.610165	13.650498	7.535094	-10.860421	-10.063546	-11.503969	7.733501	-27.980397	2.869908	5.834747	7.725606	-3.786490	7.043891	-3.711465	8.015886	6.036993	8.261060	7.819967	4.349851	5.769757	7.366256	-9.230998	-19.519123	-13.696849	7.535094	7.060528	2.058388	3.742050	7.733501	0.358204	2.869908	-5.474920	0.594869	3.930473	3.180901	-0.257225	5.893469	0.818145	2.330962	-2.305534	-0.173152	-12.615465	7.366256	-9.230928	-15.341591	-12.760230	7.535094	7.060528	2.058339	3.741336	7.733501	-4.252014	2.869908	-5.336747	1.327545	1.646128	6.557080	-0.774438	5.893891	0.818149	2.330963	-2.247735	-0.173101	-12.613409
63	3	2.477849	9.550969	11.296489	2.559292	5.226024	-7.732984	-4.451346	-4.939417	6.665025	3.057264	4.971566	-10.751737	-5.886362	6.851752	3.338063	6.923045	1.941641	7.632007	0.232683	4.402137	-4.153738	-4.529353	2.477849	9.938734	20.745894	23.952648	5.226024	-14.376807	-4.451647	-11.586259	6.665025	-16.079686	4.971566	13.172209	3.208721	-2.951207	5.974869	3.114116	6.555218	7.632008	6.213949	8.410939	4.775185	10.260792	6.322607	-11.241498	-16.978730	-21.811482	5.226024	3.349277	5.698974	5.517583	6.665025	8.779815	4.971566	-19.212857	-13.090478	6.942068	3.292907	6.923045	1.941641	2.323746	0.232683	-1.666743	-9.210672	-15.518230
66	3	8.309841	-11.226278	-44.518950	-31.899631	9.629475	4.246935	6.344678	6.574828	4.113712	18.034867	5.380627	-24.457773	-16.340167	5.666159	-2.429193	6.320561	-3.298017	0.683734	1.622498	-7.197396	-2.930052	-9.364387	8.309841	-10.407804	-13.499296	-8.847678	9.629475	1.467389	6.343086	5.971999	4.113712	0.501414	5.380627	2.024895	1.855924	-1.654461	3.964453	-0.227795	5.064891	0.683734	7.740964	1.206188	7.619167	1.900789	1.843912	9.978754	19.118787	15.214975	9.629475	-10.395494	-3.496483	-11.350625	4.113712	-17.252081	5.380627	8.611684	7.149597	-6.639578	3.964467	-0.227809	5.121001	6.528941	7.740965	6.845145	8.402269	11.802619
83	3	7.948070	-11.028358	-32.586310	-29.912352	7.270463	6.656958	6.878303	5.630217	6.437567	10.244100	6.312444	-13.125697	-10.692631	8.661408	-1.235198	7.502897	-10.028337	7.013085	1.915056	-4.090516	-2.816232	-14.953267	2.323774	10.650780	13.553397	12.120594	7.270463	-8.862470	-4.077035	-8.936825	6.437567	-26.418728	6.312444	8.084360	8.885648	-1.149108	4.895490	3.010384	1.137939	8.436061	7.281435	7.414619	8.256762	4.385772	7.948070	-8.018393	-10.204968	-14.951868	7.270463	3.428762	6.878303	4.067064	6.437567	-15.414369	6.312444	2.841649	4.554689	-1.143303	4.895489	3.010385	1.137933	7.013086	7.281435	7.414054	8.245306	-5.144594
86	3	6.098286	-6.135108	-32.940634	-32.378483	7.899019	7.964089	6.978605	0.601087	6.776820	14.943215	5.425692	-20.721385	-16.595263	5.848672	-4.713563	7.188772	-5.258204	-0.022837	-2.551716	-15.133788	-8.399074	-21.068892	6.098285	-2.101887	-8.781317	-15.299135	7.899019	7.964089	6.978573	-2.704415	6.776820	-0.517962	5.425692	3.392177	2.171764	-2.909520	0.389502	3.845047	4.634849	-0.020877	-1.070163	-3.533201	-1.103632	-8.209089	1.468158	9.858639	23.394101	14.042451	7.899019	-3.186041	-5.793638	-16.087301	6.776820	-18.263418	5.425692	13.445552	8.909048	-5.675422	0.389502	1.048224	7.601008	6.001914	3.357352	2.698394	4.110846	9.733619
92	3	6.328001	-10.797677	-36.135442	-37.670180	8.180577	6.569767	7.669009	8.573916	8.980228	9.154629	9.240481	-26.785669	-21.099532	6.666657	2.895587	5.903386	-3.958098	1.615627	-0.872859	-3.410654	-7.851765	-19.798210	0.599039	6.716957	13.001965	-12.702486	8.180577	0.241571	2.634075	1.982371	8.980228	-9.878120	9.240481	-5.286131	4.396972	0.247790	6.947703	1.484946	0.892517	7.111747	3.737906	2.691775	0.830398	-3.905388	0.599039	11.270810	19.024071	4.932159	8.180577	-5.438651	-2.082990	-8.734736	8.980228	-29.344512	9.240481	6.772234	6.067967	-6.254582	6.988957	0.387918	6.018921	7.112486	5.532190	7.471384	6.938387	10.697084
